01.11.2016|18:43:47*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
09.06.2016|18:37:50*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
09.06.2016|18:37:03*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
09.06.2016|18:34:34*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
09.06.2016|18:11:28*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
09.06.2016|18:07:03*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
09.06.2016|18:05:59*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.06.2016|15:52:38*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
